title,link,image,lprice,hprice,mallName,productId,productType
SKT기기변경/Apple 아이폰12 PRO MAX 5G 128GB/요금 -그래파이트-128GB,https://search.shopping.naver.com/gate.nhn?id=24787685469,https://shopping-phinf.pstatic.net/main_2478768/24787685469.jpg,1408000,0,인터파크,24787685469,2
"Apple [자급제] 아이폰11 Pro, 골드 [하이마트]",https://search.shopping.naver.com/gate.nhn?id=21103297412,https://shopping-phinf.pstatic.net/main_2110329/21103297412.8.jpg,1190000,0,하이마트쇼핑몰,21103297412,2
공장 잠금 해제 원래 애플 아이폰 5S 16 기가 바이트32 기가 바이트64 기가 바이트 ROM 4.0 인치 8MP 지문 IOS 터치 ID iCloud App 저장소 와이파이 GP,https://search.shopping.naver.com/gate.nhn?id=15948320672,https://shopping-phinf.pstatic.net/main_1594832/15948320672.2.jpg,167940,0,프리쉽,15948320672,2
"애플 아이폰12 미니 5G 128GB, LG 완납 (기기변경, 공시지원)",https://search.shopping.naver.com/gate.nhn?id=25312510487,https://shopping-phinf.pstatic.net/main_2531251/25312510487.jpg,265050,0,롯데ON,25312510487,2
Apple 아이폰 11 Pro 256GB (KT),https://search.shopping.naver.com/gate.nhn?id=20858388014,https://shopping-phinf.pstatic.net/main_2085838/20858388014.20190911115822.jpg,1289140,1584000,네이버,20858388014,1
Apple 아이폰XR 128GB (KT),https://search.shopping.naver.com/gate.nhn?id=16045915885,https://shopping-phinf.pstatic.net/main_1604591/16045915885.20190208110438.jpg,43500,930700,네이버,16045915885,1
아이폰12 아이폰7 공기계 새제품 무약정 개통조건X 추가요금X 당일출고,https://search.shopping.naver.com/gate.nhn?id=82594469503,https://shopping-phinf.pstatic.net/main_8259446/82594469503.4.jpg,330000,0,폰맛집,82594469503,2
iPhone 12 Pro Max 256GB 그래파이트(MGDC3KH/A),https://search.shopping.naver.com/gate.nhn?id=25214644673,https://shopping-phinf.pstatic.net/main_2521464/25214644673.jpg,1630000,0,SSG닷컴,25214644673,2
Apple 아이폰 11 프로 512G [자급제],https://search.shopping.naver.com/gate.nhn?id=20858425674,https://shopping-phinf.pstatic.net/main_2085842/20858425674.20200604112721.jpg,1550000,2900000,네이버,20858425674,1
"아이폰12pro, 알뜰폰 요금제, 무약정, LG유플러스 유심 카드, 후불/ U+알뜰모바일",https://search.shopping.naver.com/gate.nhn?id=82726658703,https://shopping-phinf.pstatic.net/main_8272665/82726658703.1.jpg,8800,0,유플러스알뜰모바일,82726658703,2
Apple 아이폰 12 Pro Max  Gold  512GB,https://search.shopping.naver.com/gate.nhn?id=25142443638,https://shopping-phinf.pstatic.net/main_2514244/25142443638.jpg,1900000,0,쿠팡,25142443638,2
애플 아이폰SE2 64G 미사용 새제품 공기계 당일배송,https://search.shopping.naver.com/gate.nhn?id=25236593344,https://shopping-phinf.pstatic.net/main_2523659/25236593344.jpg,467040,0,인터파크,25236593344,2
[SK 기기변경] 아이폰12프로맥스_256 선택약정 완납폰,https://search.shopping.naver.com/gate.nhn?id=25271552945,https://shopping-phinf.pstatic.net/main_2527155/25271552945.jpg,1407000,0,홈플러스,25271552945,2
아이폰X SKT 기기변경 V50S 완납폰 플래티넘기준,https://search.shopping.naver.com/gate.nhn?id=21082375618,https://shopping-phinf.pstatic.net/main_2108237/21082375618.jpg,119900,0,옥션,21082375618,2
애플 아이폰12 미니 64GB (AIP12M-64G),https://search.shopping.naver.com/gate.nhn?id=82780813428,https://shopping-phinf.pstatic.net/main_8278081/82780813428.jpg,10,0,투디바이스,82780813428,2
Apple 아이폰_LGU+ 아이폰8 256GB (LG U+),https://search.shopping.naver.com/gate.nhn?id=12672649929,https://shopping-phinf.pstatic.net/main_1267264/12672649929.20181207140117.jpg,245900,245900,네이버,12672649929,1
Apple 아이폰XR 256G [자급제],https://search.shopping.naver.com/gate.nhn?id=17071491334,https://shopping-phinf.pstatic.net/main_1707149/17071491334.20191231163724.jpg,1059990,1690000,네이버,17071491334,1
애플 아이폰 Xs Max  256GB  스페이스 그레이 - for AT&amp; T (Renewed) Apple,https://search.shopping.naver.com/gate.nhn?id=23328323760,https://shopping-phinf.pstatic.net/main_2332832/23328323760.jpg,869530,0,쿠팡,23328323760,2
Apple 아이폰 7_LGU+ 아이폰7 32G (LG U+),https://search.shopping.naver.com/gate.nhn?id=10310783754,https://shopping-phinf.pstatic.net/main_1031078/10310783754.20201223135055.jpg,1,10,네이버,10310783754,1
애플 아이폰12 듀얼심 A2404 5G 카메라 무음 공기계 홍콩발송,https://search.shopping.naver.com/gate.nhn?id=82720539698,https://shopping-phinf.pstatic.net/main_8272053/82720539698.jpg,1079000,0,체리폰,82720539698,2
Apple 아이폰 11_LGU+ 아이폰 11 Pro 512GB (LG U+),https://search.shopping.naver.com/gate.nhn?id=20858425476,https://shopping-phinf.pstatic.net/main_2085842/20858425476.20190911120710.jpg,1672550,1733000,네이버,20858425476,1
"Apple [자급제] 아이폰11 Pro, 미드나이트그린 [하이마트]",https://search.shopping.naver.com/gate.nhn?id=21103297449,https://shopping-phinf.pstatic.net/main_2110329/21103297449.2.jpg,1190000,0,하이마트쇼핑몰,21103297449,2
애플 아이폰12프로맥스 5G 512G SK기기변경 선택약정 현금완납 요금제자유선택,https://search.shopping.naver.com/gate.nhn?id=24822746601,https://shopping-phinf.pstatic.net/main_2482274/24822746601.jpg,1763635,0,SSG닷컴,24822746601,2
아이폰 미사용 애플 아이폰 SE 2세대 공기계 자급제,https://search.shopping.naver.com/gate.nhn?id=24725294227,https://shopping-phinf.pstatic.net/main_2472529/24725294227.jpg,489800,0,G마켓,24725294227,2
Apple 아이폰11 64 에어팟증정,https://search.shopping.naver.com/gate.nhn?id=82676457097,https://shopping-phinf.pstatic.net/main_8267645/82676457097.jpg,865000,0,지원네트웍스,82676457097,2
아이폰XS XR MAX X,https://search.shopping.naver.com/gate.nhn?id=19150113060,https://shopping-phinf.pstatic.net/main_1915011/19150113060.jpg,14900,0,쿠팡,19150113060,2
애플 아이폰12 미니 128GB 5G 홍콩판 빠른특송 공기계,https://search.shopping.naver.com/gate.nhn?id=24953510984,https://shopping-phinf.pstatic.net/main_2495351/24953510984.jpg,964850,0,11번가,24953510984,2
Apple 아이폰 12 Mini  Red  128GB,https://search.shopping.naver.com/gate.nhn?id=25012954292,https://shopping-phinf.pstatic.net/main_2501295/25012954292.jpg,1020000,0,쿠팡,25012954292,2
[SK 기기변경] 아이폰12 미니_256 공시지원 완납폰,https://search.shopping.naver.com/gate.nhn?id=25254322260,https://shopping-phinf.pstatic.net/main_2525432/25254322260.jpg,566000,0,홈플러스,25254322260,2
Apple 아이폰 11_LGU+ 아이폰 11 Pro 64GB (LG U+),https://search.shopping.naver.com/gate.nhn?id=20858385738,https://shopping-phinf.pstatic.net/main_2085838/20858385738.20201223124030.jpg,1147500,1271000,네이버,20858385738,1
애플 아이폰12 프로 맥스 128GB 물리듀얼심 5G 홍콩판 빠른특송,https://search.shopping.naver.com/gate.nhn?id=24829219033,https://shopping-phinf.pstatic.net/main_2482921/24829219033.jpg,1500820,0,11번가,24829219033,2
애플 아이폰11 128G SK할부(번이/기변)약정가입 요금제자유,https://search.shopping.naver.com/gate.nhn?id=25158989135,https://shopping-phinf.pstatic.net/main_2515898/25158989135.jpg,658000,0,G마켓,25158989135,2
애플 (빠른직구) 아이폰 12 프로 128GB 그래파이트 / 듀얼심,https://search.shopping.naver.com/gate.nhn?id=24471833648,https://shopping-phinf.pstatic.net/main_2447183/24471833648.jpg,1581000,0,옥션,24471833648,2
SKT 기기변경 아이폰12_mini 5G 실시간 재고 공시상승,https://search.shopping.naver.com/gate.nhn?id=24520741548,https://shopping-phinf.pstatic.net/main_2452074/24520741548.jpg,236000,0,옥션,24520741548,2
[KT][AIP12-256][아이폰12 256G][그린/레드/블랙/블루/화이트],https://search.shopping.naver.com/gate.nhn?id=25170668750,https://shopping-phinf.pstatic.net/main_2517066/25170668750.1.jpg,1151700,0,KT샵,25170668750,2
애플 올레KT 아이폰11 Pro 256GB iphone 제휴카드결합,https://search.shopping.naver.com/gate.nhn?id=21338101179,https://shopping-phinf.pstatic.net/main_2133810/21338101179.jpg,949700,0,G마켓,21338101179,2
Apple 아이폰XS Max 512G 자급제폰 코리아정품 공기계 미개봉 새상품,https://search.shopping.naver.com/gate.nhn?id=82787444481,https://shopping-phinf.pstatic.net/main_8278744/82787444481.jpg,1290000,0,스마트베이비,82787444481,2
Apple 아이폰 12 프로 맥스 128GB [KT],https://search.shopping.naver.com/gate.nhn?id=24453064527,https://shopping-phinf.pstatic.net/main_2445306/24453064527.20201014122841.jpg,1198000,1399000,네이버,24453064527,1
Apple 아이폰 12 256GB [자급제],https://search.shopping.naver.com/gate.nhn?id=24452854525,https://shopping-phinf.pstatic.net/main_2445285/24452854525.20201021165031.jpg,1294010,2457000,네이버,24452854525,1
Apple 아이폰 11 128GB (SKT),https://search.shopping.naver.com/gate.nhn?id=20858301696,https://shopping-phinf.pstatic.net/main_2085830/20858301696.20190911112519.jpg,211800,981900,네이버,20858301696,1
Apple 아이폰12 프로 256GB [자급제],https://search.shopping.naver.com/gate.nhn?id=24452731530,https://shopping-phinf.pstatic.net/main_2445273/24452731530.20201021170954.jpg,1694720,2199000,네이버,24452731530,1
Apple 아이폰 12 Mini  White  128GB,https://search.shopping.naver.com/gate.nhn?id=25069488370,https://shopping-phinf.pstatic.net/main_2506948/25069488370.jpg,1020000,0,쿠팡,25069488370,2
Apple 아이폰 12 64GB [자급제],https://search.shopping.naver.com/gate.nhn?id=24452854524,https://shopping-phinf.pstatic.net/main_2445285/24452854524.20201021164436.jpg,1079900,1728000,네이버,24452854524,1
애플 아이폰12미니 64G 5G SK할부(신규/번이/기변)가입,https://search.shopping.naver.com/gate.nhn?id=25145809631,https://shopping-phinf.pstatic.net/main_2514580/25145809631.jpg,236000,0,G마켓,25145809631,2
케이티 애플 아이폰X(10) 64G A1901iPhoneX 요금제 자유 [번호이동],https://search.shopping.naver.com/gate.nhn?id=23166776622,https://shopping-phinf.pstatic.net/main_2316677/23166776622.1.jpg,10,0,롯데ON,23166776622,2
LGU+ 기기변경 아이폰11 128G 요금제자유 제휴카드,https://search.shopping.naver.com/gate.nhn?id=23000046377,https://shopping-phinf.pstatic.net/main_2300004/23000046377.jpg,228000,0,인터파크,23000046377,2
아이폰 아이폰 12 128기가 블랙 정품 새제품 자급제 당일발IJM,https://search.shopping.naver.com/gate.nhn?id=25069682705,https://shopping-phinf.pstatic.net/main_2506968/25069682705.jpg,1298000,0,G마켓,25069682705,2
애플 아이폰12 미니 5G 128G KT기기변경 공시지원 현금완납 요금제선택,https://search.shopping.naver.com/gate.nhn?id=25053457190,https://shopping-phinf.pstatic.net/main_2505345/25053457190.jpg,383500,0,위메프,25053457190,2
[KT 기기변경] 아이폰12프로_512 선택약정 완납폰,https://search.shopping.naver.com/gate.nhn?id=25253984247,https://shopping-phinf.pstatic.net/main_2525398/25253984247.jpg,1539000,0,홈플러스,25253984247,2
Apple 아이폰8 64G (SKT),https://search.shopping.naver.com/gate.nhn?id=12666185860,https://shopping-phinf.pstatic.net/main_1266618/12666185860.20180817145813.jpg,208500,434230,네이버,12666185860,1
[애플] [상시] 애플 아이폰SE2 128G 미사용 새제품 공기계 우체국당일배송,https://search.shopping.naver.com/gate.nhn?id=25175577981,https://shopping-phinf.pstatic.net/main_2517557/25175577981.jpg,559000,0,위메프,25175577981,2
Apple 아이폰 11 프로 맥스 512G [자급제],https://search.shopping.naver.com/gate.nhn?id=20858568206,https://shopping-phinf.pstatic.net/main_2085856/20858568206.20200604142027.jpg,1629990,2900000,네이버,20858568206,1
애플 아이폰12프로맥스 256GB (AIP12PM-256G),https://search.shopping.naver.com/gate.nhn?id=82821403361,https://shopping-phinf.pstatic.net/main_8282140/82821403361.jpg,10,0,투디바이스,82821403361,2
Apple 아이폰 11_LGU+ 아이폰 11 64GB (LG U+),https://search.shopping.naver.com/gate.nhn?id=20858274130,https://shopping-phinf.pstatic.net/main_2085827/20858274130.20201221174040.jpg,699500,886000,네이버,20858274130,1
Apple 아이폰6 플러스 16G AIP6P-16G [SKT 기기변경],https://search.shopping.naver.com/gate.nhn?id=8027653299,https://shopping-phinf.pstatic.net/main_8027653/8027653299.20160906152032.jpg,1,1,네이버,8027653299,1
애플 아이폰12 미니 5G 128G KT기기변경 선택약정 현금완납 요금제자유선택,https://search.shopping.naver.com/gate.nhn?id=24822105055,https://shopping-phinf.pstatic.net/main_2482210/24822105055.jpg,805800,0,이마트몰,24822105055,2
JCM APPLE 아이폰12 프로 맥스 5G 256GB 자급제,https://search.shopping.naver.com/gate.nhn?id=24829222105,https://shopping-phinf.pstatic.net/main_2482922/24829222105.jpg,1848190,0,11번가,24829222105,2
케이티 [KT 기기변경] 아이폰12 프로 256G / iPhone12 pro 256 / 요금제자유,https://search.shopping.naver.com/gate.nhn?id=24564896152,https://shopping-phinf.pstatic.net/main_2456489/24564896152.jpg,10,0,롯데ON,24564896152,2
아이폰 SKT/번호이동/아이폰12프로 512GB/iPhone12/요금제,https://search.shopping.naver.com/gate.nhn?id=25173524657,https://shopping-phinf.pstatic.net/main_2517352/25173524657.jpg,1,0,G9,25173524657,2
아이폰 SKT/번호이동/아이폰12프로 /iPhone12 pro/요금제자유,https://search.shopping.naver.com/gate.nhn?id=25171607844,https://shopping-phinf.pstatic.net/main_2517160/25171607844.jpg,1,0,G9,25171607844,2
[애플] [KT] 아이폰XR 128G 공시지원/완납폰/요금제 온비디오 기준,https://search.shopping.naver.com/gate.nhn?id=22609559514,https://shopping-phinf.pstatic.net/main_2260955/22609559514.jpg,10,0,위메프,22609559514,2
애플 아이폰 8 플러스 (i phone 8 Plus) A1897중고 공기계 (WM),https://search.shopping.naver.com/gate.nhn?id=82674461325,https://shopping-phinf.pstatic.net/main_8267446/82674461325.jpg,500000,0,위너모바일,82674461325,2
"KT/신규,번이,기변/아이폰12/Mini/Pro/Max/당일발송",https://search.shopping.naver.com/gate.nhn?id=24557433747,https://shopping-phinf.pstatic.net/main_2455743/24557433747.jpg,463000,0,KT공식인증온라인가입센터,24557433747,2
SKT 갤럭시노트9 / A80 / A31/ A50/ 폴더폰/ 아이폰XR,https://search.shopping.naver.com/gate.nhn?id=24073052457,https://shopping-phinf.pstatic.net/main_2407305/24073052457.jpg,1,0,G마켓,24073052457,2
애플 아이폰SE 2세대 128GB (AIPSE2-128G),https://search.shopping.naver.com/gate.nhn?id=82455869107,https://shopping-phinf.pstatic.net/main_8245586/82455869107.jpg,505000,0,투디바이스,82455869107,2
에스케이텔레콤 SK/아이폰7 128G/새학기/학생폰/키즈폰/어린이폰,https://search.shopping.naver.com/gate.nhn?id=23165403478,https://shopping-phinf.pstatic.net/main_2316540/23165403478.2.jpg,10,0,롯데ON,23165403478,2
KT 기기변경 / 아이폰12프로맥스 128G 256G 512G / iPhone12 promax / 요금제자유,https://search.shopping.naver.com/gate.nhn?id=24810155846,https://shopping-phinf.pstatic.net/main_2481015/24810155846.jpg,1198000,0,인터파크,24810155846,2
애플 아이폰X iPhone X 공기계 64GB/256GB//3사이용,https://search.shopping.naver.com/gate.nhn?id=23022817979,https://shopping-phinf.pstatic.net/main_2302281/23022817979.jpg,459800,0,G마켓,23022817979,2
아이폰se 아이폰SE iPhoneSE 64GB 공기계 로즈골드 C급,https://search.shopping.naver.com/gate.nhn?id=24435278903,https://shopping-phinf.pstatic.net/main_2443527/24435278903.jpg,159000,0,옥션,24435278903,2
Apple 아이폰 11_LGU+ 아이폰 11 128GB (LG U+),https://search.shopping.naver.com/gate.nhn?id=20858301860,https://shopping-phinf.pstatic.net/main_2085830/20858301860.20190911112610.jpg,891550,952000,네이버,20858301860,1
"아이폰7 공기계 새제품 미개봉 iPhone7(32GB),알뜰폰",https://search.shopping.naver.com/gate.nhn?id=22096047860,https://shopping-phinf.pstatic.net/main_2209604/22096047860.jpg,332000,0,모바일센터,22096047860,2
애플 아이폰12 미니 5G 256G KT기기변경 선택약정 현금완납 요금제자유선택,https://search.shopping.naver.com/gate.nhn?id=24822748599,https://shopping-phinf.pstatic.net/main_2482274/24822748599.jpg,938281,0,SSG닷컴,24822748599,2
아이폰 아이폰12pro 자급제 휴대폰기기구매 (무료 견적받기),https://search.shopping.naver.com/gate.nhn?id=24956406262,https://shopping-phinf.pstatic.net/main_2495640/24956406262.jpg,823300,0,옥션,24956406262,2
애플 아이폰SE2 128G SK할부(신규/번이/기변)약정가입,https://search.shopping.naver.com/gate.nhn?id=25148735444,https://shopping-phinf.pstatic.net/main_2514873/25148735444.jpg,207000,0,G마켓,25148735444,2
아이폰12미니 256GB iphone12 mini,https://search.shopping.naver.com/gate.nhn?id=24816187698,https://shopping-phinf.pstatic.net/main_2481618/24816187698.jpg,879000,0,G마켓,24816187698,2
아이폰12PRO그래파이트프로 아이폰즉시개통 (무료 견적),https://search.shopping.naver.com/gate.nhn?id=24686085503,https://shopping-phinf.pstatic.net/main_2468608/24686085503.jpg,526000,0,11번가,24686085503,2
Apple 아이폰 11 Pro 256GB (SKT),https://search.shopping.naver.com/gate.nhn?id=20858388549,https://shopping-phinf.pstatic.net/main_2085838/20858388549.20190911115936.jpg,739800,1531900,네이버,20858388549,1
Apple 아이폰 11 64GB (KT),https://search.shopping.naver.com/gate.nhn?id=20858164661,https://shopping-phinf.pstatic.net/main_2085816/20858164661.20200714152438.jpg,450000,990000,네이버,20858164661,1
Apple 아이폰 12 미니 256GB [SKT],https://search.shopping.naver.com/gate.nhn?id=24452854523,https://shopping-phinf.pstatic.net/main_2445285/24452854523.20201014114759.jpg,1,816900,네이버,24452854523,1
Apple 아이폰 12 128GB [SKT],https://search.shopping.naver.com/gate.nhn?id=24451216531,https://shopping-phinf.pstatic.net/main_2445121/24451216531.20201014115534.jpg,276300,1080300,네이버,24451216531,1
Apple 아이폰 11 64GB [자급제],https://search.shopping.naver.com/gate.nhn?id=20858274131,https://shopping-phinf.pstatic.net/main_2085827/20858274131.20200602133347.jpg,899990,2900000,네이버,20858274131,1
Apple 아이폰 12 Mini  White  64GB,https://search.shopping.naver.com/gate.nhn?id=25012857918,https://shopping-phinf.pstatic.net/main_2501285/25012857918.jpg,949000,0,쿠팡,25012857918,2
[빠른진행중] 애플 아이폰12 미니 5G 128G KT 번호이동 기기변경 공시지원 현금완납,https://search.shopping.naver.com/gate.nhn?id=25046986717,https://shopping-phinf.pstatic.net/main_2504698/25046986717.jpg,387030,0,SSG닷컴,25046986717,2
애플 아이폰12프로 256GB (KT),https://search.shopping.naver.com/gate.nhn?id=82708907077,https://shopping-phinf.pstatic.net/main_8270890/82708907077.jpg,10,0,투디바이스,82708907077,2
Apple 아이폰 12  Blue  256GB,https://search.shopping.naver.com/gate.nhn?id=24696150263,https://shopping-phinf.pstatic.net/main_2469615/24696150263.1.jpg,1300000,0,쿠팡,24696150263,2
[대박가이]아이폰11프로 렌탈/대여 아이폰11 Pro 렌탈,https://search.shopping.naver.com/gate.nhn?id=23593577059,https://shopping-phinf.pstatic.net/main_2359357/23593577059.jpg,99000,0,11번가,23593577059,2
애플 아이폰 X 256GB 공기계 자급제폰 Iphone X 256GB,https://search.shopping.naver.com/gate.nhn?id=82484528456,https://shopping-phinf.pstatic.net/main_8248452/82484528456.jpg,799900,0,퍼시픽 글로벌,82484528456,2
Apple 아이폰 12 Pro  Graphite  512GB,https://search.shopping.naver.com/gate.nhn?id=25512763642,https://shopping-phinf.pstatic.net/main_2551276/25512763642.jpg,1760000,0,쿠팡,25512763642,2
Apple 아이폰 11 256GB (SKT),https://search.shopping.naver.com/gate.nhn?id=20858302560,https://shopping-phinf.pstatic.net/main_2085830/20858302560.20190911112959.jpg,343800,1124900,네이버,20858302560,1
Apple 아이폰 SE_LGU+ 아이폰 SE2 128GB (LG U+),https://search.shopping.naver.com/gate.nhn?id=22520082088,https://shopping-phinf.pstatic.net/main_2252008/22520082088.20201223100656.jpg,128900,605000,네이버,22520082088,1
아이폰 7 7+128기가 새제품 미개봉 키즈 학생폰 효도폰,https://search.shopping.naver.com/gate.nhn?id=82733232145,https://shopping-phinf.pstatic.net/main_8273323/82733232145.jpg,199100,0,주식회사 레드,82733232145,2
Apple 아이폰 SE2 256GB (KT),https://search.shopping.naver.com/gate.nhn?id=22520082092,https://shopping-phinf.pstatic.net/main_2252008/22520082092.20201203155440.jpg,413700,748000,네이버,22520082092,1
미사용 아이폰XS iPhone XS 64GB/256GB/공기계/자급제,https://search.shopping.naver.com/gate.nhn?id=82401589605,https://shopping-phinf.pstatic.net/main_8240158/82401589605.jpg,559000,0,나노스토어,82401589605,2
Apple 아이폰 11 256GB [자급제],https://search.shopping.naver.com/gate.nhn?id=20858302564,https://shopping-phinf.pstatic.net/main_2085830/20858302564.20200602153510.jpg,1090000,1988000,네이버,20858302564,1
APPLE 아이폰12 프로 5G 256GB 자급제 공기계,https://search.shopping.naver.com/gate.nhn?id=25175103831,https://shopping-phinf.pstatic.net/main_2517510/25175103831.jpg,1840150,0,G마켓,25175103831,2
"아이폰8 공기계 단품 SKT  IPHONE8(64GB),알뜰폰",https://search.shopping.naver.com/gate.nhn?id=18750868356,https://shopping-phinf.pstatic.net/main_1875086/18750868356.jpg,282000,0,모바일센터,18750868356,2
Apple 아이폰 12 Mini  Black  256GB,https://search.shopping.naver.com/gate.nhn?id=25068720389,https://shopping-phinf.pstatic.net/main_2506872/25068720389.jpg,1160000,0,쿠팡,25068720389,2
